drug,title,pmid,doi,journal,pub_year,model,direction,pos_hits,neg_hits,outcomes,abstract
(+)-cannabidiol,Boosting Acetylcholine Signaling by Cannabidiol in a Murine Model of Alzheimer's Disease.,39519315,10.3390/ijms252111764,,2024,animal,positive,2,1,amyloid;cognition,"Alzheimer's disease (AD) is a challenging medical issue that requires efficacious treatment options to improve long-term quality of life. Cannabidiol (CBD) is a cannabis-derived phytocannabinoid with potential health benefits, including reports from our laboratory and others showing a therapeutic role in the pre-clinical treatment of AD; however, the mechanisms whereby CBD affects AD progression remain undefined. Innate lymphoid cells (ILCs) are recently discovered immune cells that initiate and orchestrate inflammatory responses. ILC2, a sub-class of ILCs, is proposed to have a role in cognitive function via unknown mechanisms. In this present study, we explored whether CBD ameliorates AD symptoms via the enhancement of acetylcholine (ACh), a cholinergic neurotransmitter involved in cognition that may regulate ILC2. 5xFAD mice were chronically treated by inhalation of a formulation of broad-spectrum CBD for seven months. ACh production, ILC2s profile, brain histopathology, and long-term behavior were assessed. Together, our studies showed that long-term inhalation of CBD improved cognitive function and reduced senile plaques in a murine AD model, effects that were associated with enhanced ACh production and altered ILC2s distribution within the CNS. These findings indicate that inhaled CBD could offer a cost-effective, non-invasive, and effective treatment for managing AD. The beneficial effects of CBD inhalation may be linked to increased ACh production and an altered distribution of ILC2s, highlighting the need for further research in this area."
(+)-cannabidiol,Cannabidiol as a multifaceted therapeutic agent: mitigating Alzheimer's disease pathology and enhancing cognitive function.,40394655,10.1186/s13195-025-01756-0,,2025,animal,negative,0,1,amyloid;tau;microglia;mitochondria;cognition,"<h4>Background</h4>Cannabidiol (CBD), the second most abundant phytocannabinoid in Cannabis sativa, has garnered significant interest due to its non-psychoactive nature and diverse receptor interactions.<h4>Methods</h4>This study employs in vitro and in vivo methodologies to validate CBD's potential as a treatment for Alzheimer's disease (AD) by addressing key hallmarks of the condition and promoting neuroprotective effects on spatial memory.<h4>Results</h4>Our findings demonstrate CBD's ability to decrease pTau and Aβ aggregation and to mitigate their axonal transport between cortical and hippocampal neurons. Moreover, CBD treatment was shown to reduce neuroinflammation, as CBD was able to skew microglia towards a neuroprotective M2 phenotype while attenuating proinflammatory cytokine release in the 5xFAD AD mouse model. Notably, daily CBD injections (10 mg/Kg) for 28 days in 5xFAD mice resulted in significant improvements in both short- and long-term spatial memory. The study also reveals CBD's capacity to partially revert neurite formation loss induced by Aβ, Tau, and pTau proteins, suggesting a potential role in promoting neuronal plasticity. Additionally, CBD treatment led to a reduction in reactive oxygen species (ROS) formation and increased neuronal viability in the presence of AD-associated protein aggregates.<h4>Conclusions</h4>These multifaceted effects of CBD, ranging from molecular-level modulation to behavioral improvements, underscore its potential as a comprehensive therapeutic approach for AD. The findings not only support CBD's neuroprotective properties but also highlight its ability to target multiple pathological processes simultaneously, offering a promising avenue for future AD treatment strategies."
(+)-cathinone,The Impact of the hAPP695SW Transgene and Associated Amyloid-β Accumulation on Murine Hippocampal Biochemical Pathways.,34958022,10.3233/jad-215084,,2022,animal,neutral,0,0,amyloid,"<h4>Background</h4>Alzheimer's disease (AD) is a neurodegenerative disease characterized by the accumulation of amyloid-β (Aβ) peptide in the brain.<h4>Objective</h4>To gain a better insight into alterations in major biochemical pathways underlying AD.<h4>Methods</h4>We compared metabolomic profiles of hippocampal tissue of 20-month-old female Tg2576 mice expressing the familial AD-associated hAPP695SW transgene with their 20-month-old wild type female littermates.<h4>Results</h4>The hAPP695SW transgene causes overproduction and accumulation of Aβ in the brain. Out of 180 annotated metabolites, 54 metabolites differed (30 higher and 24 lower in Tg2576 versus wild-type hippocampal tissue) and were linked to the amino acid, nucleic acid, glycerophospholipid, ceramide, and fatty acid metabolism. Our results point to 1) heightened metabolic activity as indicated by higher levels of urea, enhanced fatty acid β-oxidation, and lower fatty acid levels; 2) enhanced redox regulation; and 3) an imbalance of neuro-excitatory and neuro-inhibitory metabolites in hippocampal tissue of aged hAPP695SW transgenic mice.<h4>Conclusion</h4>Taken together, our results suggest that dysregulation of multiple metabolic pathways associated with a concomitant shift to an excitatory-inhibitory imbalance are contributing mechanisms of AD-related pathology in the Tg2576 mouse."
(+)-ethosuximide,Opposing interictal dynamics in Alzheimer's disease and epilepsy.,41192537,10.1016/j.pneurobio.2025.102844,,2025,animal,neutral,0,0,mitochondria,"Advanced EEG technology has revealed that epileptiform activity occurs more frequently in Alzheimer's disease (AD) than previously recognized, prompting debate over the utility of EEG in AD diagnostics. Yet, unlike epilepsy, epileptiform activity is not always observed in AD, leading to skepticism. Historically, this absence has been attributed to limited recording depth or insufficient recording duration. We tested an alternative hypothesis that certain types of epileptiform activity, specifically high frequency oscillations (HFOs, defined as 250-500 Hz fast ripples), inhibit interictal spikes (IIS), which are currently used to assess hyperexcitability clinically. We recorded wideband (0.1-500 Hz) hippocampal local field potentials in three AD (Tg2576, Presenilin 2<sup>-/-</sup>, Ts65Dn Down syndrome model) and two epilepsy (intrahippocampal kainic acid, pilocarpine) mouse models during wakefulness and sleep. In both AD and epilepsy, HFOs consistently outnumbered IIS across behavioral states, age and recording contact. However, IIS and HFOs showed divergent relationships: a negative correlation between their rates was observed only in AD, in contrast to a positive correlation in epilepsy. HFOs preceded IIS at much shorter intervals in epilepsy than in AD. Co-occurrence of IIS with ripples did not differ between AD and epilepsy. These findings reveal a novel dissociation between clinically-relevant EEG biomarkers in AD and epilepsy. In AD, HFOs may inhibit IIS, which could lead to underestimation of hyperexcitability and hinder patient stratification for anti-seizure therapies. While non-invasive HFO detection remains challenging, we stress the need for wideband EEG/MEG, particularly in AD, to assess the full extent of hyperexcitability and biomarker interactions that would otherwise remain undetected."
(+)-ethosuximide,"Response of spike-wave discharges in aged APP/PS1 Alzheimer model mice to antiepileptic, metabolic and cholinergic drugs.",32678276,10.1038/s41598-020-68845-y,,2020,animal,positive,2,1,amyloid,"Epileptic nonconvulsive spike-wave discharges (SWDs) are commonly seen in amyloid plaque bearing transgenic mice but only rarely in their wild-type littermates. To shed light on their possible treatment options, we assessed the effect of drugs with variable and known mechanisms of action on the occurrence of SWDs in aged APPswe/PS1dE9 mice. The treatments included prototypic antiepileptic drugs (ethosuximide and levetiracetam), donepezil as the typical Alzheimer drug and atropine as an antagonistic effect, GABA<sub>B</sub> antagonist CGP-35348, and alternate energy substrates beta-hydroxybutyrate (BHB), pyruvate and lactate on the occurrence of SWDs in aged APPswe/PS1dE9 mice. All agents were administered by single intraperitoneal injections at doses earlier documented to be effective and response was assessed by recording 3 h of video-EEG. Atropine at 25 mg/kg significantly decreased SWD occurrence in all behavioral states, and also resulted in altered frequency composition of SWDs and general EEG slowing during sleep. Ethosuximide at 200 mg/kg and levetiracetam at 75 mg/kg effectively suppressed SWDs only during a period of mixed behavioral states, but levetiracetam also increased SWDs in sleep. BHB at 1 g/kg decreased SWDs in sleep, while both pyruvate and lactate at the same dose tended to increase SWD number and total duration. Unexpectantly, donepezil at 0.3 mg/kg CGP-35348 at 100 mg/kg had no effect on SWDs. These findings call for re-evaluation of some prevailing theories on neural circuit alternations that underlie SWD generation and show the utility of APP/PS1 mice for testing potential new treatments for nonconvulsive epileptic activity related to Alzheimer pathology."
(+)-ethosuximide,The active metabolite of Epimedii Folium promotes hippocampal neurogenesis in APP/PS1 mice by alleviating mitochondrial dysfunction.,40351431,10.3389/fphar.2025.1546256,,2025,animal,positive,1,0,amyloid;mitochondria;cognition,"<h4>Introduction</h4>Alzheimer's disease (AD), the most common form of dementia, currently has no effective cure. Epimedii Folium (EF), a traditional Chinese medicine known as Yin-yang-huo, has demonstrated significant neuroprotective properties.<h4>Methods</h4>In this study, neural stem cells overexpressing the APPswe gene (APP-NSCs) were used as an <i>in vitro</i> AD model. The CCK-8, LDH, neurosphere formation, and BrdU incorporation assays were employed to identify the most effective bioactive metabolite of EF in promoting NSC proliferation. Subsequently, JC-1 staining, ATP quantification, and ROS assays were conducted to evaluate the protective effects of Icariside II (ICS II)-identified as the most effective metabolite-on mitochondrial function. APP/PS1 transgenic mice received an oral administration of 10 mg/kg ICS II for 7 weeks. Cognitive function was assessed using the Morris water maze and nest-building tests, while H&E and Nissl staining were used to evaluate brain tissue pathology. Transmission electron microscopy (TEM) examined the ultrastructural integrity of hippocampal neurons, immunofluorescence assessed hippocampal neurogenesis, and Western blotting quantified proteins involved in mitochondrial dynamics. Additionally, Rotenone (Rot), a mitochondrial respiratory chain inhibitor, was applied to disrupt mitochondrial function, allowing an evaluation of whether the neurogenesis-promoting effect of ICS II depends on maintaining mitochondrial structure and function.<h4>Results and discussion</h4>The results demonstrated that ICS II exhibited the strongest capacity to promote APP-NSC proliferation (P < 0.01, η<sup>2</sup> = 0.845), followed by Icariin and Icaritin. ICS II treatment significantly ameliorated cognitive deficits (<i>P</i> < 0.01, η<sup>2</sup> = 0.883), neuronal damage, and impairments in neurogenesis in adult APP/PS1 mice. Moreover, ICS II rescued mitochondrial damage by upregulating fusion proteins (Mfn1 and Mfn2) and downregulating fission proteins (p-Drp1/Drp1 and Mff); however, these protective effects were negated by Rot administration. In conclusion, this study identifies ICS II as one of the most effective metabolites of EF, promoting hippocampal neurogenesis and alleviating mitochondrial dysfunction in APP/PS1 mice, thereby offering promising therapeutic potential for AD."
(+)-ethosuximide,Curcumin Improves Neurogenesis in Alzheimer's Disease Mice via the Upregulation of Wnt/β-Catenin and BDNF.,38791161,10.3390/ijms25105123,,2024,animal,neutral,1,1,amyloid;cognition,"Adult neurogenesis in the dentate gyrus (DG) is impaired during Alzheimer's disease (AD) progression. Curcumin has been reported to reduce cell apoptosis and stimulate neurogenesis. This study aimed to investigate the influence of curcumin on adult neurogenesis in AD mice and its potential mechanism. Two-month-old male C57BL/6J mice were injected with soluble β-amyloid (Aβ<sub>1-42</sub>) using lateral ventricle stereolocalization to establish AD models. An immunofluorescence assay, including bromodeoxyuridine (BrdU), doublecortin (DCX), and neuron-specific nuclear antigen (NeuN), was used to detect hippocampal neurogenesis. Western blot and an enzyme-linked immunosorbent assay (ELISA) were used to test the expression of related proteins and the secretion of brain-derived neurotrophic factor (BDNF). A Morris water maze was used to detect the cognitive function of the mice. Our results showed that curcumin administration (100 mg/kg) rescued the impaired neurogenesis of Aβ<sub>1-42</sub> mice, shown as enhanced BrdU<sup>+</sup>/DCX<sup>+</sup> and BrdU<sup>+</sup>/NeuN<sup>+</sup> cells in DG. In addition, curcumin regulated the phosphatidylinositol 3 kinase (PI3K)/protein kinase B (Akt) -mediated glycogen synthase kinase-3β (GSK3β) /Wingless/Integrated (Wnt)/β-catenin pathway and cyclic adenosine monophosphate response element-binding protein (CREB)/BDNF in Aβ<sub>1-42</sub> mice. Inhibiting Wnt/β-catenin and depriving BDNF could reverse both the upregulated neurogenesis and cognitive function of curcumin-treated Aβ<sub>1-42</sub> mice. In conclusion, our study indicates that curcumin, through targeting PI3K/Akt, regulates GSK3β/Wnt/β-catenin and CREB/BDNF pathways, improving the adult neurogenesis of AD mice."
(+)-ethosuximide,High-frequency oscillations (250-500 Hz) in animal models of Alzheimer's disease and two animal models of epilepsy.,36346209,10.1111/epi.17462,,2023,animal,neutral,0,0,amyloid,"<h4>Objective</h4>To test the hypothesis that high-frequency oscillations (HFOs) between 250 and 500 Hz occur in mouse models of Alzheimer's disease (AD) and thus are not unique to epilepsy.<h4>Methods</h4>Experiments were conducted in three mouse models of AD: Tg2576 mice that simulate a form of familial AD, presenilin 2 knock-out (PS2KO) mice, and the Ts65Dn model of Down's syndrome. We recorded HFOs using wideband (0.1-500 Hz, 2 kHz) intra-hippocampal and cortical surface electroencephalography (EEG) at 1 month until 24 months of age during wakefulness, slow wave sleep (SWS), and rapid eye movement (REM) sleep. In addition, interictal spikes (IISs) and seizures were analyzed for the possible presence of HFOs. Comparisons were made to the intra-hippocampal kainic acid and pilocarpine models of epilepsy.<h4>Results</h4>We describe for the first time that hippocampal and cortical HFOs are a new EEG abnormality in AD mouse models. HFOs occurred in all transgenic mice but no controls. They were also detectable as early as 1 month of age and prior to amyloid beta plaque neuropathology. HFOs were most frequent during SWS (vs REM sleep or wakefulness). Notably, HFOs in the AD and epilepsy models were indistinguishable in both spectral frequency and duration. HFOs also occurred during IISs and seizures in the AD models, although with altered spectral properties compared to isolated HFOs.<h4>Significance</h4>Our data demonstrate that HFOs, an epilepsy biomarker with high translational value, are not unique to epilepsy and thus not disease specific. Our findings also strengthen the idea of hyperexcitability in AD and its significant overlap with epilepsy. HFOs in AD mouse models may serve as an EEG biomarker, which is detectable from the scalp and thus amenable to noninvasive detection in people at risk for AD."
(+)-ethosuximide,"Brivaracetam, but not ethosuximide, reverses memory impairments in an Alzheimer's disease mouse model.",25945128,10.1186/s13195-015-0110-9,,2015,animal,neutral,0,0,amyloid;mitochondria;synapse;cognition,"<h4>Introduction</h4>Recent studies have shown that several strains of transgenic Alzheimer's disease (AD) mice overexpressing the amyloid precursor protein (APP) have cortical hyperexcitability, and their results have suggested that this aberrant network activity may be a mechanism by which amyloid-β (Aβ) causes more widespread neuronal dysfunction. Specific anticonvulsant therapy reverses memory impairments in various transgenic mouse strains, but it is not known whether reduction of epileptiform activity might serve as a surrogate marker of drug efficacy for memory improvement in AD mouse models.<h4>Methods</h4>Transgenic AD mice (APP/PS1 and 3xTg-AD) were chronically implanted with dural electroencephalography electrodes, and epileptiform activity was correlated with spatial memory function and transgene-specific pathology. The antiepileptic drugs ethosuximide and brivaracetam were tested for their ability to suppress epileptiform activity and to reverse memory impairments and synapse loss in APP/PS1 mice.<h4>Results</h4>We report that in two transgenic mouse models of AD (APP/PS1 and 3xTg-AD), the presence of spike-wave discharges (SWDs) correlated with impairments in spatial memory. Both ethosuximide and brivaracetam reduce mouse SWDs, but only brivaracetam reverses memory impairments in APP/PS1 mice.<h4>Conclusions</h4>Our data confirm an intriguing therapeutic role of anticonvulsant drugs targeting synaptic vesicle protein 2A across AD mouse models. Chronic ethosuximide dosing did not reverse spatial memory impairments in APP/PS1 mice, despite reduction of SWDs. Our data indicate that SWDs are not a reliable surrogate marker of appropriate target engagement for reversal of memory dysfunction in APP/PS1 mice."
(+)-naloxone,Direct evidence for dendritic spine compensation and regeneration in Alzheimer's disease models.,41131640,10.1002/alz.70829,,2025,animal,neutral,0,0,amyloid;mitochondria;synapse;cognition,"<h4>Introduction</h4>Dendritic spine loss in Alzheimer's disease (AD) strongly correlates with cognitive decline, whereas spine preservation is associated with cognitive resilience. Yet, whether and how neurons compensate for spine loss in AD remains largely unknown.<h4>Methods</h4>We developed a chromophore-assisted light inactivation (CALI) strategy to selectively eliminate dendritic spines to model this key feature of AD. Two-photon microscopy was used to monitor the structural plasticity of spines over time after spine elimination. Validation experiments were conducted in amyloid beta (Aβ)-driven models of synapse loss, including APP/PS1 mice and intracortical delivery of oligomeric Aβ.<h4>Results</h4>We discovered that dendritic spine elimination-induced either artificially or in Aβ models-triggers a two-stage compensatory response: rapid enlargement of remaining spines followed by delayed spine regeneration.<h4>Discussion</h4>These findings provide direct evidence that neurons retain an intrinsic capacity to reverse early synaptic loss in AD, potentially contributing to cognitive resilience.<h4>Highlights</h4>We developed a targeted optogenetic tool to selectively eliminate individual dendritic spines in live neurons, both in vitro and in vivo. We discovered a two-stage compensatory response to spine loss: rapid enlargement of surviving spines followed by delayed regeneration. We showed that the compensatory enlargement of dendritic spines depends on N-methyl-D-aspartate receptor activation and protein synthesis. We validated across multiple Alzheimer's disease models, demonstrating that similar compensatory plasticity occurs after amyloid beta oligomer-induced synapse loss. We postulate that synaptic resilience is an active neuronal program rather than a passive byproduct of pathology."
(+)-nicotine,Cigarette smoke-induced PPAR signaling dysregulation accelerates Alzheimer's disease pathogenesis and cognitive decline in 5xFAD mice.,40513939,10.1016/j.fct.2025.115596,,2025,animal,neutral,1,1,amyloid;mitochondria;cognition,"<h4>Background</h4>Smoking is harmful to health. Cigarette smoke (CS) contains a variety of toxic substances. Studies have found that nicotine, tar, polycyclic aromatic hydrocarbons, etc. in CS can pass through the blood-brain barrier and enter the brain to exert their effects. Moreover, some existing studies have pointed out that CS exposure is closely related to the accelerated pathology of Alzheimer's disease (AD).<h4>Methods</h4>Transgenic mice with the five familial AD mutations (5xFAD), which are 1-month-old, were used for chronic CS exposure for 100 days. Subsequently, cognitive function and behavioral changes were evaluated through morris water maze and new object recognition tests. The acceleration of pathological changes due to CS exposure was assessed by HE, Tunel and Aβ immunohistochemical staining. Differential expression proteins and metabolites were screened through hippocampal proteomics and metabolomics analyses. Finally, the expression levels of key proteins were verified by Western blot.<h4>Results</h4>Compared with unexposed 5xFAD mice, the behavioral results of mice showed that FAD mice after CS exposure exhibited poorer cognitive abilities, with longer latencies in the Morris water maze, and decreased time spent and entries in the target quadrant. The results of pathological sections indicated that the total nuclei density in the DG and CA3 regions of the hippocampus of 5xFAD mice decreased significantly after chronic CS exposure, the number of TUNEL-positive cells increased, and the expression of Aβ42 increased. Multi - omics analysis revealed that CS exposure up - regulated the expression of 46 proteins and down - regulated the expression of 80 proteins in the hippocampus of 5xFAD mice, and caused changes in 92 metabolites. Analysis of the correlation between differential proteins and differential metabolites revealed six key cross-node proteins: Kng1, Hbb-b1, Fabp3, Apoa1, Ilk, and Apoa4.<h4>Conclusions</h4>CS exposure may accelerate pathological changes and cognitive impairment in 5xFAD mice by affecting energy metabolism through the PPAR signaling pathway."
(+)-nicotine,CPNE7 Regulates Amyloidogenesis Through CAP1-Dependent ADAM10 Translation.,40026213,10.1111/jnc.70026,,2025,animal,neutral,1,1,amyloid,"The accumulation of amyloid plaques is a pathological hallmark of Alzheimer's disease (AD), in which ADAM10, the α-secretase that catalyzes APP and facilitates the non-amyloidogenesis pathway, plays an important role. We have previously reported that the expression of copine-7 (Cpne7) in the hippocampus of APP/PS1 mice is significantly upregulated by nicotine, whereas the potential role of CPNE7 in AD remains largely unknown. Here, we report that CPNE7 protein levels are significantly decreased in APP/PS1 mice and HEK293 cells stably expressing full-length APP. CPNE7 is shown to reduce Aβ levels by favoring ADAM10 activity, and the elevated ADAM10 protein by CPNE7 involves a translational mechanism. Further transcriptome profiling reveals that CPNE7 differentially regulates genes associated with neuronal function. Among these, cyclase-associated actin cytoskeleton regulatory protein 1 (CAP1) is identified as a target gene of CPNE7, which controls ADAM10 translation through binding to the 5' untranslated region (5'UTR). Collectively, the CPNE7-CAP1 axis could be critical in the amyloidogenic pathway by regulating ADAM10 translation, in which the RNA binding activity of CAP1 is highlighted."
